month,duration,pdays,cons.conf.idx,euribor3m,nr.employed
1,70,999,-36.4,4.864,5191.0
6,50,999,-42.0,4.12,5195.8
1,204,999,-46.2,1.2990000000000002,5099.1
3,1084,999,-33.6,0.9329999999999999,5076.2
6,392,999,-42.0,4.12,5195.8
1,153,999,-46.2,1.334,5099.1
8,95,999,-50.0,1.52,5099.1
1,182,999,-36.4,4.856,5191.0
4,87,999,-36.1,4.965,5228.1
1,73,999,-36.4,4.8580000000000005,5191.0
1,210,999,-36.4,4.864,5191.0
1,40,999,-36.4,4.856,5191.0
1,244,999,-36.4,4.857,5191.0
1,194,999,-36.4,4.856,5191.0
4,513,999,-36.1,4.968,5228.1
3,139,999,-42.7,4.957,5228.1
3,108,999,-42.7,4.96,5228.1
4,26,999,-36.1,4.962,5228.1
1,261,999,-36.4,4.856,5191.0
2,274,999,-41.8,4.959,5228.1
4,67,999,-36.1,4.968,5228.1
6,74,999,-42.0,4.021,5195.8
1,171,999,-36.4,4.8580000000000005,5191.0
1,226,3,-40.0,0.682,5008.7
1,79,999,-36.4,4.857,5191.0
1,402,999,-46.2,1.3130000000000002,5099.1
1,315,999,-36.4,4.857,5191.0
1,907,999,-36.4,4.856,5191.0
4,309,999,-36.1,4.963,5228.1
4,305,999,-31.4,0.879,5076.2
6,55,999,-42.0,4.191,5195.8
2,201,999,-39.8,0.7020000000000001,4991.6
1,196,999,-36.4,4.859,5191.0
3,517,999,-42.7,4.958,5228.1
1,332,999,-46.2,1.327,5099.1
6,740,999,-42.0,4.12,5195.8
3,282,999,-42.7,4.961,5228.1
6,194,999,-42.0,4.0760000000000005,5195.8
6,187,999,-42.0,4.12,5195.8
4,663,999,-36.1,4.968,5228.1
10,447,999,-37.5,0.878,4963.6
3,719,999,-42.7,4.96,5228.1
2,308,999,-41.8,4.962,5228.1
9,43,999,-47.1,1.405,5099.1
1,703,999,-36.4,4.859,5191.0
4,295,999,-36.1,4.963,5228.1
2,1516,999,-41.8,4.864,5228.1
4,183,999,-36.1,4.963,5228.1
1,379,999,-46.2,1.244,5099.1
5,97,999,-40.4,4.918,5195.8
1,75,999,-46.2,1.2990000000000002,5099.1
9,305,999,-47.1,1.405,5099.1
4,134,999,-36.1,4.966,5228.1
3,873,999,-42.7,4.957,5228.1
6,59,999,-42.0,4.1530000000000005,5195.8
3,405,999,-42.7,4.962,5228.1
1,392,3,-46.2,1.354,5099.1
1,134,999,-36.4,4.855,5191.0
4,132,999,-36.1,4.967,5228.1
2,111,999,-40.8,1.26,5076.2
3,467,999,-42.7,4.963,5228.1
3,609,999,-42.7,4.968,5228.1
3,73,999,-42.7,4.962,5228.1
4,333,999,-36.1,4.965,5228.1
1,135,999,-36.4,4.857,5191.0
5,135,999,-26.9,0.742,5017.5
4,239,999,-31.4,0.879,5076.2
1,142,999,-36.4,4.855,5191.0
6,122,999,-42.0,4.021,5195.8
1,85,999,-36.4,4.856,5191.0
3,367,999,-42.7,4.968,5228.1
1,897,999,-46.2,1.291,5099.1
2,123,999,-41.8,4.959,5228.1
3,139,999,-42.7,4.961,5228.1
1,185,999,-46.2,1.266,5099.1
3,246,999,-42.7,4.963,5228.1
2,237,999,-41.8,4.961,5228.1
1,118,999,-36.4,4.857,5191.0
4,161,999,-36.1,4.9639999999999995,5228.1
6,283,999,-42.0,4.0760000000000005,5195.8
1,601,999,-36.4,4.859,5191.0
9,780,999,-47.1,1.365,5099.1
1,124,999,-46.2,1.354,5099.1
3,590,999,-42.7,4.963,5228.1
3,733,999,-42.7,4.962,5228.1
2,155,999,-41.8,4.962,5228.1
1,656,999,-36.4,4.859,5191.0
6,250,999,-30.1,0.7140000000000001,5017.5
1,170,999,-36.4,4.857,5191.0
1,483,999,-36.4,4.8580000000000005,5191.0
2,55,999,-41.8,4.959,5228.1
4,68,999,-31.4,0.879,5076.2
1,117,999,-36.4,4.86,5191.0
1,67,999,-36.4,4.857,5191.0
1,325,999,-36.4,4.857,5191.0
2,339,999,-41.8,4.959,5228.1
1,50,999,-46.2,1.244,5099.1
4,459,999,-36.1,4.967,5228.1
3,115,999,-42.7,4.962,5228.1
3,230,999,-42.7,4.96,5228.1
6,475,999,-42.0,4.1530000000000005,5195.8
1,44,999,-36.4,4.856,5191.0
4,1842,999,-36.1,4.965,5228.1
9,207,999,-47.1,1.435,5099.1
6,95,999,-42.0,4.1530000000000005,5195.8
3,139,999,-42.7,4.962,5228.1
4,123,999,-31.4,0.861,5076.2
4,65,999,-31.4,0.8540000000000001,5076.2
3,38,999,-42.7,4.968,5228.1
4,205,999,-36.1,4.9639999999999995,5228.1
1,281,999,-46.2,1.334,5099.1
3,121,999,-42.7,4.963,5228.1
9,5,999,-47.1,1.405,5099.1
1,8,999,-46.2,1.25,5099.1
1,151,999,-46.2,1.266,5099.1
9,131,999,-47.1,1.405,5099.1
4,124,999,-36.1,4.967,5228.1
9,142,999,-47.1,1.405,5099.1
3,17,999,-42.7,4.961,5228.1
2,1055,999,-41.8,4.961,5228.1
1,366,999,-46.2,1.334,5099.1
4,223,999,-36.1,4.968,5228.1
5,318,4,-49.5,1.037,4963.6
3,235,999,-42.7,4.963,5228.1
1,81,999,-46.2,1.2590000000000001,5099.1
3,174,999,-42.7,4.963,5228.1
6,244,999,-42.0,4.12,5195.8
3,422,999,-42.7,4.96,5228.1
3,167,999,-33.6,1.0290000000000001,5076.2
8,97,999,-50.0,1.6869999999999998,5099.1
6,289,999,-42.0,4.12,5195.8
2,508,999,-41.8,4.8660000000000005,5228.1
6,151,999,-42.0,4.191,5195.8
4,513,999,-36.1,4.963,5228.1
1,559,999,-36.4,4.8580000000000005,5191.0
2,92,999,-41.8,4.8660000000000005,5228.1
4,274,999,-36.1,4.963,5228.1
4,107,999,-36.1,4.9639999999999995,5228.1
5,86,999,-26.9,0.754,5017.5
9,163,999,-47.1,1.406,5099.1
5,404,999,-26.9,0.742,5017.5
5,142,999,-49.5,0.9420000000000001,4963.6
2,570,999,-41.8,4.864,5228.1
4,1184,999,-36.1,4.9639999999999995,5228.1
1,902,999,-36.4,4.859,5191.0
1,201,999,-36.4,4.859,5191.0
1,184,999,-36.4,4.864,5191.0
1,20,999,-36.4,4.855,5191.0
1,71,999,-36.4,4.856,5191.0
3,78,999,-42.7,4.962,5228.1
1,155,999,-36.4,4.855,5191.0
2,96,999,-41.8,4.959,5228.1
4,427,15,-31.4,0.883,5076.2
1,361,999,-36.4,4.857,5191.0
1,214,999,-36.4,4.86,5191.0
6,132,999,-42.0,4.021,5195.8
4,16,999,-36.1,4.966,5228.1
9,179,999,-47.1,1.405,5099.1
1,955,999,-46.2,1.344,5099.1
8,436,6,-34.8,0.6509999999999999,5008.7
1,127,999,-36.4,4.857,5191.0
4,418,999,-36.1,4.966,5228.1
1,683,999,-36.4,4.857,5191.0
1,315,999,-36.4,4.856,5191.0
10,290,999,-29.8,0.773,5017.5
1,266,999,-36.4,4.857,5191.0
2,9,999,-41.8,4.959,5228.1
4,649,999,-36.1,4.9639999999999995,5228.1
3,323,999,-42.7,4.962,5228.1
4,93,999,-36.1,4.9639999999999995,5228.1
1,510,999,-36.4,4.864,5191.0
4,119,999,-36.1,4.968,5228.1
1,543,999,-36.4,4.855,5191.0
6,373,999,-42.0,4.0760000000000005,5195.8
3,595,999,-42.7,4.96,5228.1
1,312,999,-36.4,4.8580000000000005,5191.0
4,81,999,-36.1,4.9639999999999995,5228.1
9,131,999,-47.1,1.405,5099.1
4,62,999,-36.1,4.962,5228.1
3,249,999,-42.7,4.962,5228.1
1,260,999,-40.0,0.6970000000000001,5008.7
1,115,999,-46.2,1.244,5099.1
1,172,999,-46.2,1.281,5099.1
1,223,999,-36.4,4.855,5191.0
4,449,999,-36.1,4.965,5228.1
1,83,999,-36.4,4.857,5191.0
9,83,999,-47.1,1.445,5099.1
1,113,999,-40.0,0.682,5008.7
8,181,999,-50.0,1.757,5099.1
4,660,999,-36.1,4.963,5228.1
9,202,999,-47.1,1.365,5099.1
2,188,999,-41.8,4.967,5228.1
9,125,999,-47.1,1.466,5099.1
2,354,999,-41.8,4.959,5228.1
1,254,999,-36.4,4.864,5191.0
1,234,999,-36.4,4.859,5191.0
1,102,999,-36.4,4.859,5191.0
1,257,999,-36.4,4.856,5191.0
9,766,999,-47.1,1.405,5099.1
1,20,999,-46.2,1.25,5099.1
4,241,999,-38.3,0.8859999999999999,4991.6
1,202,999,-36.4,4.857,5191.0
3,112,999,-42.7,4.962,5228.1
6,200,999,-42.0,4.1530000000000005,5195.8
6,257,999,-30.1,0.7190000000000001,5017.5
4,61,999,-31.4,0.8490000000000001,5076.2
10,106,16,-29.8,0.8190000000000001,5017.5
3,63,999,-42.7,4.963,5228.1
3,293,999,-42.7,4.962,5228.1
4,204,999,-36.1,4.965,5228.1
2,74,999,-40.8,1.262,5076.2
3,224,999,-42.7,4.963,5228.1
4,173,999,-36.1,4.965,5228.1
4,209,999,-36.1,4.967,5228.1
6,271,999,-42.0,4.1530000000000005,5195.8
6,326,999,-50.8,1.0490000000000002,4963.6
1,116,999,-46.2,1.25,5099.1
1,368,999,-36.4,4.86,5191.0
1,59,999,-36.4,4.855,5191.0
3,1139,999,-42.7,4.962,5228.1
3,122,999,-42.7,4.958,5228.1
1,363,999,-36.4,4.864,5191.0
4,192,999,-38.3,0.904,4991.6
6,234,999,-42.0,4.12,5195.8
2,28,999,-41.8,4.967,5228.1
3,82,999,-42.7,4.962,5228.1
6,90,999,-30.1,0.718,5017.5
4,483,999,-36.1,4.9639999999999995,5228.1
2,298,999,-41.8,4.967,5228.1
2,70,999,-41.8,4.967,5228.1
2,97,999,-41.8,4.96,5228.1
4,15,999,-36.1,4.965,5228.1
3,129,999,-42.7,4.962,5228.1
2,269,999,-41.8,4.961,5228.1
4,50,999,-36.1,4.9639999999999995,5228.1
6,105,999,-42.0,4.191,5195.8
1,236,999,-36.4,4.857,5191.0
3,98,999,-33.6,1.044,5076.2
2,117,999,-41.8,4.864,5228.1
6,73,999,-42.0,4.0760000000000005,5195.8
3,13,999,-42.7,4.968,5228.1
4,725,999,-36.1,4.963,5228.1
6,144,999,-42.0,4.12,5195.8
4,263,999,-36.1,4.968,5228.1
6,396,999,-42.0,4.191,5195.8
5,133,999,-26.9,0.722,5017.5
1,277,999,-36.4,4.86,5191.0
8,74,999,-50.0,1.663,5099.1
1,421,999,-36.4,4.856,5191.0
1,58,999,-36.4,4.855,5191.0
6,88,999,-42.0,4.191,5195.8
1,138,999,-46.2,1.334,5099.1
1,551,999,-36.4,4.855,5191.0
1,84,999,-46.2,1.281,5099.1
1,283,999,-46.2,1.344,5099.1
1,180,999,-36.4,4.8580000000000005,5191.0
1,11,999,-46.2,1.291,5099.1
6,106,999,-30.1,0.716,5017.5
6,70,999,-42.0,4.021,5195.8
8,394,999,-34.8,0.643,5008.7
1,514,999,-36.4,4.859,5191.0
1,543,999,-36.4,4.857,5191.0
4,36,999,-36.1,4.9639999999999995,5228.1
3,209,999,-42.7,4.958,5228.1
1,79,999,-36.4,4.857,5191.0
3,211,999,-42.7,4.962,5228.1
6,120,999,-42.0,4.12,5195.8
4,359,999,-36.1,4.9639999999999995,5228.1
1,325,999,-36.4,4.86,5191.0
3,1017,999,-42.7,4.96,5228.1
1,165,999,-36.4,4.857,5191.0
3,69,999,-42.7,4.957,5228.1
4,188,999,-36.1,4.968,5228.1
1,612,999,-46.2,1.281,5099.1
1,392,999,-46.2,1.354,5099.1
6,41,999,-42.0,4.021,5195.8
4,385,999,-36.1,4.968,5228.1
1,145,999,-36.4,4.857,5191.0
1,140,999,-36.4,4.856,5191.0
4,73,999,-36.1,4.963,5228.1
1,52,999,-36.4,4.86,5191.0
1,93,999,-46.2,1.281,5099.1
6,264,999,-42.0,4.12,5195.8
9,150,999,-47.1,1.405,5099.1
2,193,999,-41.8,4.865,5228.1
4,66,999,-36.1,4.9639999999999995,5228.1
2,394,999,-41.8,4.8660000000000005,5228.1
6,232,999,-42.0,4.021,5195.8
3,183,999,-42.7,4.962,5228.1
3,110,999,-42.7,4.96,5228.1
3,285,999,-42.7,4.961,5228.1
2,355,999,-41.8,4.961,5228.1
1,132,999,-36.4,4.859,5191.0
1,429,999,-36.4,4.859,5191.0
1,935,999,-36.4,4.857,5191.0
3,447,999,-42.7,4.96,5228.1
1,105,999,-46.2,1.344,5099.1
1,97,999,-46.2,1.266,5099.1
5,512,20,-49.5,0.972,4963.6
1,61,999,-46.2,1.25,5099.1
1,757,999,-46.2,1.25,5099.1
3,101,999,-42.7,4.962,5228.1
2,299,999,-41.8,4.961,5228.1
2,18,999,-41.8,4.8660000000000005,5228.1
1,421,999,-46.2,1.281,5099.1
9,472,999,-47.1,1.365,5099.1
1,148,999,-46.2,1.327,5099.1
1,358,999,-36.4,4.8580000000000005,5191.0
6,114,999,-42.0,4.191,5195.8
2,30,999,-41.8,4.967,5228.1
5,95,999,-49.5,1.0,4963.6
4,137,999,-36.1,4.9639999999999995,5228.1
6,170,999,-42.0,4.1530000000000005,5195.8
1,1346,999,-46.2,1.266,5099.1
3,1156,999,-42.7,4.96,5228.1
1,106,999,-46.2,1.291,5099.1
9,173,999,-47.1,1.483,5099.1
6,56,999,-42.0,4.0760000000000005,5195.8
1,180,999,-36.4,4.857,5191.0
3,119,999,-42.7,4.958,5228.1
4,148,999,-36.1,4.968,5228.1
8,194,999,-34.8,0.654,5008.7
9,185,999,-47.1,1.405,5099.1
3,155,999,-42.7,4.966,5228.1
3,126,999,-42.7,4.96,5228.1
1,257,999,-36.4,4.859,5191.0
2,285,999,-41.8,4.961,5228.1
1,934,999,-46.2,1.25,5099.1
2,133,999,-41.8,4.961,5228.1
4,168,999,-36.1,4.963,5228.1
2,67,3,-40.8,1.215,5076.2
4,545,999,-36.1,4.965,5228.1
1,33,999,-46.2,1.291,5099.1
5,209,999,-49.5,0.982,4963.6
1,278,999,-36.4,4.864,5191.0
1,227,999,-36.4,4.856,5191.0
9,326,999,-47.1,1.405,5099.1
3,312,999,-42.7,4.96,5228.1
2,296,999,-41.8,4.961,5228.1
6,222,999,-42.0,4.021,5195.8
1,21,999,-36.4,4.855,5191.0
8,516,999,-34.8,0.639,5008.7
1,207,999,-36.4,4.857,5191.0
4,608,999,-36.1,4.965,5228.1
3,359,999,-42.7,4.957,5228.1
4,739,999,-36.1,4.9639999999999995,5228.1
2,48,999,-41.8,4.8660000000000005,5228.1
4,134,999,-36.1,4.9639999999999995,5228.1
1,165,999,-46.2,1.291,5099.1
6,197,999,-42.0,4.1530000000000005,5195.8
2,92,999,-41.8,4.961,5228.1
4,182,4,-31.4,0.879,5076.2
1,244,999,-36.4,4.857,5191.0
3,445,999,-33.6,1.044,5076.2
10,358,999,-37.5,0.877,4963.6
4,89,4,-31.4,0.883,5076.2
1,629,999,-36.4,4.856,5191.0
2,140,999,-41.8,4.96,5228.1
1,109,999,-36.4,4.856,5191.0
6,526,999,-42.0,4.021,5195.8
1,119,999,-36.4,4.857,5191.0
3,131,999,-42.7,4.963,5228.1
3,174,999,-42.7,4.962,5228.1
1,123,999,-46.2,1.244,5099.1
1,125,999,-36.4,4.857,5191.0
3,200,999,-42.7,4.96,5228.1
9,362,999,-47.1,1.405,5099.1
6,228,999,-42.0,4.0760000000000005,5195.8
1,338,999,-40.0,0.672,5008.7
1,113,999,-36.4,4.857,5191.0
9,479,999,-47.1,1.466,5099.1
2,187,999,-41.8,4.961,5228.1
2,106,999,-41.8,4.959,5228.1
1,56,999,-36.4,4.856,5191.0
1,99,999,-46.2,1.291,5099.1
1,347,999,-36.4,4.857,5191.0
1,325,999,-46.2,1.327,5099.1
1,156,6,-46.2,1.327,5099.1
1,417,999,-46.2,1.354,5099.1
2,113,999,-40.8,1.26,5076.2
3,80,999,-42.7,4.958,5228.1
1,118,999,-46.2,1.327,5099.1
9,110,999,-47.1,1.365,5099.1
1,147,999,-36.4,4.857,5191.0
3,315,999,-42.7,4.961,5228.1
1,265,999,-36.4,4.856,5191.0
1,102,999,-46.2,1.281,5099.1
3,49,999,-42.7,4.962,5228.1
9,204,999,-47.1,1.405,5099.1
6,344,3,-30.1,0.715,5017.5
1,190,999,-46.2,1.2990000000000002,5099.1
3,535,999,-42.7,4.96,5228.1
4,129,999,-36.1,4.963,5228.1
2,48,999,-41.8,4.959,5228.1
1,225,999,-46.2,1.266,5099.1
9,65,999,-47.1,1.405,5099.1
1,895,999,-46.2,1.25,5099.1
1,195,999,-46.2,1.25,5099.1
1,315,999,-36.4,4.856,5191.0
2,127,999,-41.8,4.959,5228.1
6,1571,999,-42.0,4.021,5195.8
2,208,999,-41.8,4.864,5228.1
1,262,999,-46.2,1.2990000000000002,5099.1
7,282,6,-33.0,0.706,5023.5
9,222,999,-34.6,0.64,5008.7
1,255,999,-36.4,4.86,5191.0
9,353,999,-47.1,1.365,5099.1
1,903,999,-46.2,1.334,5099.1
4,173,999,-36.1,4.968,5228.1
4,96,999,-36.1,4.963,5228.1
5,211,6,-49.5,1.032,4963.6
4,153,999,-36.1,4.968,5228.1
1,234,999,-46.2,1.344,5099.1
3,56,999,-42.7,4.962,5228.1
3,87,999,-42.7,4.96,5228.1
4,117,999,-36.1,4.967,5228.1
1,123,999,-36.4,4.857,5191.0
2,810,999,-41.8,4.961,5228.1
1,356,999,-46.2,1.327,5099.1
1,15,999,-46.2,1.291,5099.1
3,82,999,-42.7,4.961,5228.1
1,245,999,-36.4,4.857,5191.0
7,232,999,-33.0,0.7140000000000001,5023.5
9,66,999,-47.1,1.392,5099.1
1,74,999,-36.4,4.86,5191.0
4,312,999,-36.1,4.965,5228.1
1,242,999,-36.4,4.86,5191.0
4,260,999,-31.4,0.8690000000000001,5076.2
9,97,999,-47.1,1.405,5099.1
1,206,999,-36.4,4.8580000000000005,5191.0
3,791,999,-42.7,4.961,5228.1
1,484,999,-36.4,4.856,5191.0
6,262,999,-42.0,4.0760000000000005,5195.8
4,390,999,-36.1,4.966,5228.1
4,70,999,-36.1,4.963,5228.1
1,22,999,-46.2,1.334,5099.1
1,113,999,-40.0,0.701,5008.7
3,570,999,-42.7,4.962,5228.1
1,190,999,-46.2,1.2590000000000001,5099.1
3,730,999,-42.7,4.962,5228.1
1,108,999,-46.2,1.281,5099.1
3,67,999,-42.7,4.958,5228.1
9,66,999,-47.1,1.479,5099.1
3,40,999,-42.7,4.963,5228.1
3,308,999,-42.7,4.957,5228.1
2,633,999,-41.8,4.864,5228.1
3,209,999,-42.7,4.962,5228.1
1,444,999,-46.2,1.266,5099.1
1,144,999,-36.4,4.856,5191.0
3,356,999,-33.6,1.072,5076.2
4,39,999,-36.1,4.963,5228.1
6,221,999,-42.0,4.191,5195.8
3,177,999,-42.7,4.962,5228.1
1,123,999,-46.2,1.344,5099.1
4,73,999,-36.1,4.963,5228.1
3,64,999,-42.7,4.962,5228.1
3,81,999,-42.7,4.968,5228.1
2,442,999,-41.8,4.959,5228.1
1,473,999,-36.4,4.856,5191.0
4,276,999,-36.1,4.962,5228.1
4,1144,999,-36.1,4.965,5228.1
4,601,999,-36.1,4.967,5228.1
1,211,999,-36.4,4.856,5191.0
1,329,999,-46.2,1.281,5099.1
6,63,999,-42.0,4.191,5195.8
4,177,999,-36.1,4.965,5228.1
2,761,999,-41.8,4.8660000000000005,5228.1
9,426,999,-47.1,1.41,5099.1
1,200,999,-36.4,4.86,5191.0
2,479,999,-41.8,4.961,5228.1
1,194,999,-46.2,1.334,5099.1
1,443,999,-46.2,1.281,5099.1
4,178,999,-36.1,4.963,5228.1
1,203,999,-40.0,0.6679999999999999,5008.7
3,55,999,-42.7,4.963,5228.1
4,133,999,-36.1,4.963,5228.1
1,54,999,-36.4,4.857,5191.0
5,7,999,-49.5,1.016,4963.6
2,1149,999,-41.8,4.8660000000000005,5228.1
2,59,3,-40.8,1.266,5076.2
3,66,999,-42.7,4.96,5228.1
4,366,999,-36.1,4.965,5228.1
3,192,999,-40.3,0.8759999999999999,4991.6
2,204,999,-41.8,4.864,5228.1
1,191,999,-36.4,4.86,5191.0
1,157,999,-36.4,4.857,5191.0
2,198,999,-41.8,4.961,5228.1
6,69,999,-42.0,4.0760000000000005,5195.8
4,513,999,-36.1,4.9639999999999995,5228.1
1,57,999,-46.2,1.25,5099.1
1,322,999,-36.4,4.855,5191.0
3,359,999,-42.7,4.962,5228.1
1,200,999,-36.4,4.855,5191.0
3,451,999,-42.7,4.96,5228.1
2,320,999,-41.8,4.96,5228.1
1,106,999,-36.4,4.857,5191.0
9,80,999,-47.1,1.41,5099.1
1,231,999,-46.2,1.281,5099.1
3,420,999,-42.7,4.962,5228.1
1,137,999,-36.4,4.86,5191.0
9,104,999,-47.1,1.435,5099.1
1,134,999,-36.4,4.856,5191.0
2,683,999,-41.8,4.961,5228.1
7,476,999,-33.0,0.715,5023.5
1,201,999,-46.2,1.281,5099.1
8,93,13,-34.8,0.65,5008.7
1,19,999,-36.4,4.857,5191.0
1,81,999,-36.4,4.857,5191.0
4,736,999,-38.3,0.904,4991.6
1,231,999,-36.4,4.859,5191.0
3,154,999,-42.7,4.963,5228.1
2,235,999,-41.8,4.864,5228.1
1,289,999,-36.4,4.8580000000000005,5191.0
1,109,12,-46.2,1.334,5099.1
1,1062,999,-36.4,4.856,5191.0
6,163,999,-42.0,4.0760000000000005,5195.8
2,2025,999,-41.8,4.958,5228.1
4,289,999,-31.4,0.884,5076.2
9,446,999,-47.1,1.405,5099.1
1,174,999,-46.2,1.281,5099.1
4,90,999,-36.1,4.9639999999999995,5228.1
6,163,999,-42.0,4.021,5195.8
4,113,999,-36.1,4.963,5228.1
1,145,999,-46.2,1.25,5099.1
6,1283,999,-42.0,4.12,5195.8
2,82,999,-41.8,4.865,5228.1
6,36,999,-42.0,4.021,5195.8
1,200,999,-46.2,1.264,5099.1
2,63,999,-41.8,4.8660000000000005,5228.1
4,608,999,-36.1,4.968,5228.1
3,223,999,-42.7,4.96,5228.1
1,17,999,-46.2,1.291,5099.1
3,207,999,-42.7,4.961,5228.1
5,152,999,-26.9,0.72,5017.5
4,351,999,-36.1,4.9639999999999995,5228.1
1,50,999,-36.4,4.864,5191.0
2,406,999,-41.8,4.864,5228.1
1,63,999,-46.2,1.2990000000000002,5099.1
9,62,999,-47.1,1.41,5099.1
10,9,999,-37.5,0.8759999999999999,4963.6
3,160,999,-42.7,4.962,5228.1
6,70,999,-42.0,4.12,5195.8
9,65,999,-47.1,1.445,5099.1
2,65,999,-41.8,4.961,5228.1
4,172,999,-36.1,4.963,5228.1
2,285,999,-41.8,4.961,5228.1
2,37,999,-40.8,1.26,5076.2
6,121,999,-30.1,0.722,5017.5
6,256,999,-42.0,4.12,5195.8
1,111,999,-46.2,1.266,5099.1
1,101,999,-36.4,4.857,5191.0
3,545,999,-42.7,4.963,5228.1
3,506,999,-42.7,4.961,5228.1
1,234,999,-46.2,1.334,5099.1
1,271,999,-46.2,1.327,5099.1
1,9,999,-46.2,1.281,5099.1
3,90,999,-42.7,4.962,5228.1
8,323,999,-50.0,1.663,5099.1
4,191,999,-36.1,4.966,5228.1
2,189,999,-41.8,4.96,5228.1
2,49,999,-41.8,4.962,5228.1
3,153,999,-42.7,4.968,5228.1
3,16,999,-42.7,4.96,5228.1
6,270,999,-42.0,4.12,5195.8
2,125,999,-41.8,4.959,5228.1
4,191,999,-36.1,4.968,5228.1
1,182,999,-46.2,1.334,5099.1
2,173,999,-40.8,1.26,5076.2
4,116,999,-31.4,0.883,5076.2
9,528,999,-47.1,1.435,5099.1
2,582,999,-41.8,4.967,5228.1
1,157,999,-36.4,4.855,5191.0
1,152,999,-36.4,4.857,5191.0
3,96,999,-42.7,4.962,5228.1
3,717,999,-42.7,4.961,5228.1
1,167,999,-36.4,4.857,5191.0
1,187,999,-36.4,4.857,5191.0
1,159,999,-46.2,1.266,5099.1
1,353,999,-46.2,1.334,5099.1
1,333,999,-46.2,1.344,5099.1
4,60,999,-36.1,4.965,5228.1
6,93,999,-42.0,4.1530000000000005,5195.8
8,257,999,-34.8,0.65,5008.7
3,113,999,-42.7,4.962,5228.1
1,1042,999,-36.4,4.856,5191.0
2,140,999,-40.8,1.224,5076.2
3,302,999,-42.7,4.958,5228.1
1,554,999,-36.4,4.8580000000000005,5191.0
6,202,999,-42.0,4.12,5195.8
6,114,999,-42.0,4.191,5195.8
1,256,999,-46.2,1.25,5099.1
6,160,999,-42.0,4.021,5195.8
1,187,999,-36.4,4.8580000000000005,5191.0
4,138,999,-36.1,4.9639999999999995,5228.1
6,560,999,-42.0,4.191,5195.8
3,1397,999,-42.7,4.962,5228.1
1,263,999,-36.4,4.856,5191.0
4,445,999,-36.1,4.968,5228.1
4,98,999,-36.1,4.963,5228.1
1,151,999,-36.4,4.8580000000000005,5191.0
1,436,999,-46.2,1.266,5099.1
4,111,999,-36.1,4.9639999999999995,5228.1
1,731,10,-46.2,1.334,5099.1
2,348,999,-39.8,0.754,4991.6
2,156,999,-41.8,4.865,5228.1
1,23,999,-36.4,4.855,5191.0
3,780,999,-42.7,4.962,5228.1
1,515,999,-36.4,4.855,5191.0
6,911,999,-42.0,4.0760000000000005,5195.8
6,232,999,-42.0,4.1530000000000005,5195.8
4,1038,999,-36.1,4.965,5228.1
4,312,999,-36.1,4.9639999999999995,5228.1
1,326,999,-36.4,4.857,5191.0
3,90,999,-33.6,1.0290000000000001,5076.2
6,174,999,-42.0,4.12,5195.8
3,250,999,-42.7,4.962,5228.1
9,360,999,-47.1,1.405,5099.1
1,83,999,-36.4,4.856,5191.0
4,134,999,-36.1,4.968,5228.1
1,291,999,-36.4,4.859,5191.0
2,100,999,-39.8,0.733,4991.6
1,423,999,-46.2,1.266,5099.1
3,111,999,-42.7,4.963,5228.1
2,111,999,-40.8,1.262,5076.2
6,397,999,-50.8,1.04,4963.6
1,111,999,-36.4,4.855,5191.0
3,329,999,-42.7,4.963,5228.1
9,158,6,-34.6,0.642,5008.7
1,1101,999,-46.2,1.344,5099.1
1,168,999,-46.2,1.2590000000000001,5099.1
1,213,999,-36.4,4.86,5191.0
9,1064,999,-47.1,1.405,5099.1
1,82,999,-46.2,1.281,5099.1
3,271,999,-42.7,4.963,5228.1
6,74,999,-42.0,4.0760000000000005,5195.8
3,104,999,-42.7,4.96,5228.1
1,164,999,-46.2,1.334,5099.1
1,112,999,-36.4,4.856,5191.0
3,36,999,-42.7,4.968,5228.1
3,84,999,-42.7,4.961,5228.1
2,164,999,-41.8,4.961,5228.1
1,1170,999,-36.4,4.855,5191.0
2,233,999,-41.8,4.961,5228.1
4,84,999,-36.1,4.968,5228.1
3,248,999,-42.7,4.961,5228.1
1,510,999,-36.4,4.864,5191.0
3,198,999,-42.7,4.957,5228.1
1,162,999,-36.4,4.855,5191.0
8,562,999,-34.8,0.654,5008.7
1,27,999,-36.4,4.857,5191.0
1,233,999,-36.4,4.857,5191.0
3,136,999,-42.7,4.962,5228.1
2,53,999,-40.8,1.262,5076.2
2,192,999,-41.8,4.864,5228.1
1,487,999,-36.4,4.856,5191.0
3,128,999,-42.7,4.963,5228.1
2,247,999,-40.8,1.26,5076.2
9,238,999,-47.1,1.405,5099.1
9,517,999,-47.1,1.405,5099.1
1,41,999,-36.4,4.86,5191.0
9,173,999,-47.1,1.4,5099.1
3,151,999,-42.7,4.963,5228.1
1,84,999,-36.4,4.857,5191.0
6,654,999,-42.0,4.12,5195.8
1,456,999,-36.4,4.857,5191.0
6,221,999,-42.0,4.021,5195.8
2,838,999,-41.8,4.959,5228.1
9,156,999,-47.1,1.365,5099.1
1,67,999,-46.2,1.266,5099.1
9,532,999,-47.1,1.365,5099.1
9,124,999,-47.1,1.445,5099.1
9,506,999,-47.1,1.405,5099.1
1,566,999,-36.4,4.856,5191.0
3,362,999,-42.7,4.968,5228.1
